Driver,Race,LapNumber,umap_x,umap_y
HAM,2024_Monaco,64.0,-6.387087,0.9665648
HAM,2024_Monaco,65.0,-6.479263,0.6735694
HAM,2024_Monaco,66.0,-6.119795,1.4247494
HAM,2024_Monaco,67.0,-7.8367147,0.9304282
HAM,2024_Monaco,68.0,-6.502485,0.65690756
HAM,2024_Monaco,69.0,-6.19978,1.847296
HAM,2024_Monaco,70.0,-7.319797,1.0880388
HAM,2024_Monaco,71.0,-6.575241,0.68727916
HAM,2024_Monaco,72.0,-6.392254,0.848655
HAM,2024_Monaco,73.0,-6.447945,0.68649024
HAM,2024_Monaco,74.0,-6.9890676,0.8741216
HAM,2024_Monaco,75.0,-6.551882,0.81778634
HAM,2024_Monaco,76.0,-6.4597373,0.75002044
HAM,2024_Monaco,77.0,-6.1573243,1.5374563
HAM,2024_Monaco,78.0,-8.280211,0.898545
HAM,2024_Monza,2.0,-4.394241,2.423348
HAM,2024_Monza,3.0,-4.1608615,2.2753248
HAM,2024_Monza,4.0,-4.179689,2.319837
HAM,2024_Monza,5.0,-4.175366,2.3264146
HAM,2024_Monza,6.0,-4.148692,2.3897521
HAM,2024_Monza,7.0,-3.8365412,2.3823314
HAM,2024_Monza,8.0,-4.1227565,2.3325348
HAM,2024_Monza,9.0,-4.1644545,2.2942924
HAM,2024_Monza,10.0,-3.9225643,2.3774135
HAM,2024_Monza,11.0,-4.2279506,2.2781494
HAM,2024_Monza,12.0,-4.0404096,2.3449485
HAM,2024_Monza,13.0,-3.2632985,2.3556774
HAM,2024_Monza,14.0,-3.3265698,2.3519757
HAM,2024_Monza,17.0,-4.173232,2.3085592
HAM,2024_Monza,18.0,-3.8818388,2.3992007
HAM,2024_Monza,19.0,-3.832835,2.4204628
HAM,2024_Monza,20.0,-3.504553,2.5272243
HAM,2024_Monza,21.0,-4.222172,2.2655203
HAM,2024_Monza,22.0,-4.2805142,2.2374146
HAM,2024_Monza,23.0,-4.1391106,2.3082209
HAM,2024_Monza,24.0,-4.200265,2.309149
HAM,2024_Monza,25.0,-4.16319,2.2914655
HAM,2024_Monza,26.0,-3.7103384,2.4403927
HAM,2024_Monza,27.0,-3.5471895,2.5744207
HAM,2024_Monza,28.0,-2.598969,9.737952
HAM,2024_Monza,29.0,-3.5228179,2.5509644
HAM,2024_Monza,30.0,-3.6847355,2.4590943
HAM,2024_Monza,31.0,-3.4611514,2.5880368
HAM,2024_Monza,32.0,-3.6535718,2.4689605
HAM,2024_Monza,33.0,-3.5022614,2.5595467
HAM,2024_Monza,34.0,-3.5652237,2.5257294
HAM,2024_Monza,35.0,-3.4614494,2.38419
HAM,2024_Monza,36.0,-3.5627604,2.516474
HAM,2024_Monza,39.0,-3.8355503,2.4008126
HAM,2024_Monza,40.0,-4.0682483,2.3101707
HAM,2024_Monza,41.0,-3.6587765,2.4718537
HAM,2024_Monza,42.0,-3.688829,2.4533007
HAM,2024_Monza,43.0,-3.7217846,2.4474022
HAM,2024_Monza,44.0,-3.6010349,2.507976
HAM,2024_Monza,45.0,-3.7413983,2.439556
HAM,2024_Monza,46.0,-3.6899152,2.4439423
HAM,2024_Monza,47.0,-3.2662652,2.331289
HAM,2024_Monza,48.0,-2.5823534,9.646928
HAM,2024_Monza,49.0,-3.678978,2.4673674
HAM,2024_Monza,50.0,-3.5722978,2.4431145
HAM,2024_Monza,51.0,-4.0115113,2.38551
HAM,2024_Monza,52.0,-5.7895966,2.9008172
HAM,2024_Monza,53.0,-3.7058785,2.403423
HAM,2024_Silverstone,2.0,-2.8913288,2.2393827
HAM,2024_Silverstone,3.0,-3.3540618,2.3709896
HAM,2024_Silverstone,4.0,-5.78659,2.8138747
HAM,2024_Silverstone,5.0,-3.0954158,2.3008616
HAM,2024_Silverstone,6.0,-3.3521144,2.3788972
HAM,2024_Silverstone,7.0,-3.4155483,2.4272108
HAM,2024_Silverstone,8.0,-3.3727243,2.4038823
HAM,2024_Silverstone,9.0,2.021966,1.3275658
HAM,2024_Silverstone,10.0,8.418563,13.643449
HAM,2024_Silverstone,11.0,2.1636605,1.1098329
HAM,2024_Silverstone,12.0,2.1160588,0.80447674
HAM,2024_Silverstone,13.0,2.0606372,0.87669575
HAM,2024_Silverstone,14.0,2.1123924,1.0431111
HAM,2024_Silverstone,15.0,2.0684295,0.79699105
HAM,2024_Silverstone,16.0,2.1072962,1.1346654
HAM,2024_Silverstone,17.0,2.1332915,1.1340687
HAM,2024_Silverstone,18.0,1.8301615,-0.016637253
HAM,2024_Silverstone,21.0,2.4577892,0.16084707
HAM,2024_Silverstone,22.0,2.6722379,0.64968383
HAM,2024_Silverstone,23.0,2.14211,1.1578208
HAM,2024_Silverstone,24.0,2.3934767,0.34327683
HAM,2024_Silverstone,25.0,2.7539706,-1.0279449
HAM,2024_Silverstone,40.0,2.1180866,0.8120393
HAM,2024_Silverstone,41.0,2.3521771,0.2374863
HAM,2024_Silverstone,42.0,-3.0283449,2.2851768
HAM,2024_Silverstone,43.0,2.1993985,0.46146843
HAM,2024_Silverstone,44.0,2.1284492,0.7847488
HAM,2024_Silverstone,45.0,1.8877983,0.7142682
HAM,2024_Silverstone,46.0,-3.260254,2.3523808
HAM,2024_Silverstone,47.0,8.195702,-4.932917
HAM,2024_Silverstone,48.0,2.17347,1.0222279
HAM,2024_Silverstone,49.0,2.23124,0.87238765
HAM,2024_Silverstone,50.0,-4.2050014,10.150256
HAM,2024_Silverstone,51.0,-3.2291205,2.3431277
HAM,2024_Silverstone,52.0,-3.0860965,2.3046942
HAM,2024_Singapore,1.0,-7.7571387,1.5774964
HAM,2024_Singapore,2.0,-7.456511,0.88718677
HAM,2024_Singapore,3.0,-6.51833,0.722899
HAM,2024_Singapore,4.0,-6.7235994,2.5091302
HAM,2024_Singapore,5.0,-5.7949576,1.2253398
HAM,2024_Singapore,6.0,-5.713628,1.3230292
HAM,2024_Singapore,7.0,-5.5832396,1.4837111
HAM,2024_Singapore,8.0,-5.755571,1.3516974
HAM,2024_Singapore,9.0,-5.7169566,1.3034236
HAM,2024_Singapore,10.0,-6.401777,2.4204724
HAM,2024_Singapore,11.0,-6.283943,2.4534876
HAM,2024_Singapore,12.0,-6.150903,2.3817685
HAM,2024_Singapore,13.0,9.2363825,-5.982555
HAM,2024_Singapore,14.0,-5.887008,1.138108
HAM,2024_Singapore,15.0,-5.8373737,1.1605526
HAM,2024_Singapore,16.0,-5.8704066,1.1414402
HAM,2024_Singapore,19.0,-5.6712866,1.3599601
HAM,2024_Singapore,20.0,-5.79625,1.2138214
HAM,2024_Singapore,21.0,-6.00786,1.0336742
HAM,2024_Singapore,22.0,-7.4559064,0.91625696
HAM,2024_Singapore,23.0,-6.5075173,2.3941174
HAM,2024_Singapore,24.0,-5.62519,1.4370847
HAM,2024_Singapore,25.0,-5.586518,1.4692954
HAM,2024_Singapore,26.0,-7.576358,1.473745
HAM,2024_Singapore,27.0,-6.6299386,0.8302817
HAM,2024_Singapore,28.0,-7.633486,0.98448396
HAM,2024_Singapore,29.0,-7.9606395,1.7097038
HAM,2024_Singapore,30.0,-6.776207,1.4069918
HAM,2024_Singapore,31.0,-6.846788,2.4782474
HAM,2024_Singapore,32.0,-5.615147,1.5747241
HAM,2024_Singapore,33.0,-6.6922746,1.4843987
HAM,2024_Singapore,34.0,-5.744498,1.3402352
HAM,2024_Singapore,35.0,-5.662304,1.3227596
HAM,2024_Singapore,36.0,-5.9389253,1.6049005
HAM,2024_Singapore,37.0,-5.6136837,1.5337853
HAM,2024_Singapore,38.0,-5.6456537,1.6311874
HAM,2024_Singapore,39.0,-6.666506,2.7556195
HAM,2024_Singapore,40.0,-6.391101,2.2388446
HAM,2024_Singapore,41.0,-6.525886,2.3910682
HAM,2024_Singapore,42.0,-6.70041,2.5023925
HAM,2024_Singapore,43.0,-5.990597,1.6412495
HAM,2024_Singapore,44.0,-5.550003,1.4998835
HAM,2024_Singapore,45.0,-6.658473,2.512454
HAM,2024_Singapore,46.0,-6.3946733,1.969503
HAM,2024_Singapore,47.0,-5.7998843,1.3283802
HAM,2024_Singapore,48.0,-5.7285895,1.3194003
HAM,2024_Singapore,49.0,-5.820796,1.2333164
HAM,2024_Singapore,50.0,-6.4487,3.025942
HAM,2024_Singapore,51.0,-7.396345,2.6860094
HAM,2024_Singapore,52.0,-6.4880233,1.7766392
HAM,2024_Singapore,53.0,-6.0357313,1.5773568
HAM,2024_Singapore,54.0,-6.603174,2.590351
HAM,2024_Singapore,55.0,-6.3479247,3.0065367
HAM,2024_Singapore,56.0,-6.345756,12.537032
HAM,2024_Singapore,57.0,-6.3604884,3.0049753
HAM,2024_Singapore,58.0,-6.5926247,3.285895
HAM,2024_Singapore,59.0,-6.7298284,2.7782643
HAM,2024_Singapore,60.0,-5.9653044,1.6436849
HAM,2024_Singapore,61.0,-5.92549,2.8815324
HAM,2024_Singapore,62.0,-6.2498875,2.9569795
HAM,2024_Suzuka,4.0,-7.7722793,2.5777857
HAM,2024_Suzuka,5.0,-8.125772,2.541385
HAM,2024_Suzuka,6.0,-7.191724,1.8249168
HAM,2024_Suzuka,7.0,-7.3054166,0.98754716
HAM,2024_Suzuka,8.0,-8.019795,1.1397766
HAM,2024_Suzuka,9.0,-7.992316,1.1382796
HAM,2024_Suzuka,10.0,-7.491175,1.4508699
HAM,2024_Suzuka,11.0,-7.315524,1.2187663
HAM,2024_Suzuka,12.0,-7.725995,1.6267346
HAM,2024_Suzuka,13.0,-8.287091,2.106248
HAM,2024_Suzuka,14.0,-8.213088,2.0442026
HAM,2024_Suzuka,15.0,-7.544161,2.617507
HAM,2024_Suzuka,16.0,-7.5501285,2.6770353
HAM,2024_Suzuka,18.0,-6.8783393,2.6469805
HAM,2024_Suzuka,19.0,-7.0302763,3.2246702
HAM,2024_Suzuka,20.0,-6.7052603,2.434613
HAM,2024_Suzuka,21.0,-6.829844,2.5190904
HAM,2024_Suzuka,22.0,-7.145013,3.350878
HAM,2024_Suzuka,25.0,-8.372201,2.3957758
HAM,2024_Suzuka,26.0,-6.6742992,3.3246646
HAM,2024_Suzuka,27.0,-7.403958,1.6281004
HAM,2024_Suzuka,28.0,-8.257191,2.2818053
HAM,2024_Suzuka,29.0,-8.184828,2.038508
HAM,2024_Suzuka,30.0,-7.781489,2.9771907
HAM,2024_Suzuka,31.0,-6.285195,3.0569856
HAM,2024_Suzuka,32.0,-6.9034734,2.1780188
HAM,2024_Suzuka,33.0,-6.4970407,3.038749
HAM,2024_Suzuka,34.0,-7.8103366,3.1910417
HAM,2024_Suzuka,35.0,-7.756798,3.183245
HAM,2024_Suzuka,36.0,-7.766824,3.2292974
HAM,2024_Suzuka,37.0,-7.7661195,3.2466512
HAM,2024_Suzuka,38.0,-7.778413,3.2509856
HAM,2024_Suzuka,39.0,-7.2064342,3.0457337
HAM,2024_Suzuka,41.0,-6.771275,2.8018734
HAM,2024_Suzuka,42.0,-8.2473,2.2938483
HAM,2024_Suzuka,43.0,-7.844042,3.1381848
HAM,2024_Suzuka,44.0,-7.799157,3.215369
HAM,2024_Suzuka,45.0,-7.780244,3.2470093
HAM,2024_Suzuka,46.0,-7.9314337,2.431026
HAM,2024_Suzuka,47.0,-6.9089346,2.8394997
HAM,2024_Suzuka,48.0,-6.9575944,3.2835305
HAM,2024_Suzuka,49.0,-7.0530176,2.9921925
HAM,2024_Suzuka,50.0,-7.703483,3.2072144
HAM,2024_Suzuka,51.0,-7.036455,3.3709557
HAM,2024_Suzuka,52.0,-6.8978844,3.3547595
HAM,2024_Suzuka,53.0,-7.0512257,3.3312743
LEC,2023_Bahrain,1.0,4.356998,0.06807352
LEC,2023_Bahrain,2.0,3.8758426,0.48997346
LEC,2023_Bahrain,3.0,3.9336026,-0.0031987054
LEC,2023_Bahrain,4.0,4.2925115,0.345353
LEC,2023_Bahrain,5.0,4.267275,-0.06612773
LEC,2023_Bahrain,6.0,4.407305,0.29879105
LEC,2023_Bahrain,7.0,4.4109654,0.2244962
LEC,2023_Bahrain,8.0,4.0800543,0.014611235
LEC,2023_Bahrain,9.0,4.42744,0.17662689
LEC,2023_Bahrain,10.0,4.069225,0.02159727
LEC,2023_Bahrain,11.0,4.2671924,0.025386596
LEC,2023_Bahrain,12.0,4.186068,-0.03223995
LEC,2023_Bahrain,13.0,4.382233,-0.24801551
LEC,2023_Bahrain,15.0,3.8278584,0.7622539
LEC,2023_Bahrain,16.0,4.394413,0.32126012
LEC,2023_Bahrain,17.0,4.4108024,0.30650976
LEC,2023_Bahrain,18.0,4.0639024,0.105278775
LEC,2023_Bahrain,19.0,4.3443413,0.35022148
LEC,2023_Bahrain,20.0,4.050601,0.51648223
LEC,2023_Bahrain,21.0,3.9235585,0.032865047
LEC,2023_Bahrain,22.0,4.3656125,0.14706299
LEC,2023_Bahrain,23.0,4.4456854,0.22127388
LEC,2023_Bahrain,24.0,2.321399,-2.0597146
LEC,2023_Bahrain,25.0,3.9152493,0.5580865
LEC,2023_Bahrain,26.0,4.2801843,-0.045562215
LEC,2023_Bahrain,27.0,3.8488393,-1.0593385
LEC,2023_Bahrain,28.0,4.4334984,0.24026917
LEC,2023_Bahrain,29.0,4.3301864,-0.46723506
LEC,2023_Bahrain,30.0,4.4137125,0.3160894
LEC,2023_Bahrain,31.0,4.2704916,-0.03128413
LEC,2023_Bahrain,32.0,4.356765,0.110265
LEC,2023_Bahrain,33.0,4.405049,-0.10074034
LEC,2023_Bahrain,35.0,3.997492,0.62719023
LEC,2023_Bahrain,36.0,3.9687266,0.6177253
LEC,2023_Bahrain,37.0,4.3976026,0.31198582
LEC,2023_Bahrain,38.0,4.3333216,0.39108077
LEC,2023_Bahrain,39.0,4.4017816,0.30172965
LEC,2023_Monaco,2.0,3.24565,-1.1669351
LEC,2023_Monaco,3.0,2.9799209,-1.1580613
LEC,2023_Monaco,4.0,2.2546082,-0.35089323
LEC,2023_Monaco,5.0,2.7755785,-0.21946955
LEC,2023_Monaco,6.0,2.5574682,-1.1777562
LEC,2023_Monaco,7.0,2.6909542,-1.0853287
LEC,2023_Monaco,8.0,3.1707652,-1.0693269
LEC,2023_Monaco,9.0,2.8894603,-2.3742747
LEC,2023_Monaco,10.0,3.4279978,-1.7452396
LEC,2023_Monaco,11.0,3.2340965,-1.2687515
LEC,2023_Monaco,12.0,2.3695073,-2.2407093
LEC,2023_Monaco,13.0,2.5220385,-1.2104876
LEC,2023_Monaco,14.0,2.4607875,-1.3415607
LEC,2023_Monaco,15.0,3.2455225,-1.4415828
LEC,2023_Monaco,16.0,3.3865714,-0.34668976
LEC,2023_Monaco,17.0,3.261404,-1.2764094
LEC,2023_Monaco,18.0,3.0944085,-1.4605958
LEC,2023_Monaco,19.0,2.9790719,-0.14756389
LEC,2023_Monaco,20.0,2.255415,-2.0377152
LEC,2023_Monaco,21.0,3.074351,-1.319031
LEC,2023_Monaco,22.0,2.8254366,-1.1224841
LEC,2023_Monaco,23.0,2.3860195,-2.2654784
LEC,2023_Monaco,24.0,3.5502462,-0.80930173
LEC,2023_Monaco,25.0,2.6842844,-2.6573267
LEC,2023_Monaco,26.0,2.9211283,-1.2637107
LEC,2023_Monaco,27.0,3.1513999,-1.9929073
LEC,2023_Monaco,28.0,3.583161,-0.7066681
LEC,2023_Monaco,29.0,2.7284217,-1.077516
LEC,2023_Monaco,30.0,2.7821276,-2.882161
LEC,2023_Monaco,31.0,2.7890463,-2.8601787
LEC,2023_Monaco,32.0,2.412339,-2.2152324
LEC,2023_Monaco,33.0,2.5737994,-2.4724848
LEC,2023_Monaco,34.0,3.8435953,-0.63012046
LEC,2023_Monaco,35.0,2.6797621,-2.5705578
LEC,2023_Monaco,36.0,2.3334699,-2.1357653
LEC,2023_Monaco,37.0,2.353677,-2.1991165
LEC,2023_Monaco,38.0,3.3560848,-1.5421251
LEC,2023_Monaco,39.0,3.2137723,-1.0378635
LEC,2023_Monaco,40.0,2.784132,-2.7994657
LEC,2023_Monaco,41.0,3.6587079,-0.84697455
LEC,2023_Monaco,42.0,3.7621686,-0.84961516
LEC,2023_Monaco,43.0,3.8013172,-0.93071157
LEC,2023_Monaco,45.0,3.231426,-1.2609504
LEC,2023_Monaco,46.0,2.6691363,-2.7533972
LEC,2023_Monaco,47.0,3.0315328,-1.1626834
LEC,2023_Monaco,48.0,2.7215338,-1.1141704
LEC,2023_Monaco,49.0,3.8984535,-0.8225986
LEC,2023_Monaco,50.0,1.4864205,-0.67599535
LEC,2023_Monaco,51.0,3.2672079,-1.7940427
LEC,2023_Monza,1.0,2.4812062,0.8875937
LEC,2023_Monza,2.0,2.2626197,0.9774078
LEC,2023_Monza,3.0,2.4005346,0.94671494
LEC,2023_Monza,4.0,2.0195134,0.69359607
LEC,2023_Monza,5.0,2.2271564,1.0737362
LEC,2023_Monza,6.0,1.8802041,0.58758277
LEC,2023_Monza,7.0,2.079749,1.1949826
LEC,2023_Monza,8.0,2.2170897,1.0382049
LEC,2023_Monza,9.0,2.7421055,1.6640334
LEC,2023_Monza,10.0,2.7335224,1.1774263
LEC,2023_Monza,11.0,2.5907953,1.111876
LEC,2023_Monza,12.0,2.6486287,0.8582782
LEC,2023_Monza,13.0,2.343605,1.2876507
LEC,2023_Monza,14.0,2.454098,0.931914
LEC,2023_Monza,15.0,2.4926934,1.4820218
LEC,2023_Monza,16.0,2.6842701,1.6221598
LEC,2023_Monza,17.0,2.5798564,1.5682458
LEC,2023_Monza,18.0,2.4349444,1.0993531
LEC,2023_Monza,19.0,1.8778365,1.0055206
LEC,2023_Monza,20.0,1.2931981,-1.3014562
LEC,2023_Monza,22.0,2.1339219,1.4512368
LEC,2023_Monza,23.0,2.677082,1.6689137
LEC,2023_Monza,24.0,2.6103723,1.6116928
LEC,2023_Monza,25.0,2.4339032,1.5479459
LEC,2023_Monza,26.0,1.8038472,0.97214705
LEC,2023_Monza,27.0,2.4706542,1.0982999
LEC,2023_Monza,28.0,1.8910891,1.137634
LEC,2023_Monza,29.0,2.700762,1.6765643
LEC,2023_Monza,30.0,2.8794336,1.3168777
LEC,2023_Monza,31.0,2.6204336,0.93255985
LEC,2023_Monza,32.0,2.273024,0.9424419
LEC,2023_Monza,33.0,2.7766132,1.0926144
LEC,2023_Monza,34.0,2.7735455,1.1198815
LEC,2023_Monza,35.0,2.7433531,1.6210223
LEC,2023_Monza,36.0,2.853432,0.81070876
LEC,2023_Monza,37.0,2.686673,0.8079298
LEC,2023_Monza,38.0,2.333088,1.566337
LEC,2023_Monza,39.0,1.9480944,1.0641856
LEC,2023_Monza,40.0,2.8758254,1.3437771
LEC,2023_Monza,41.0,2.763784,1.1087965
LEC,2023_Monza,42.0,2.7542965,1.6648747
LEC,2023_Monza,43.0,2.8605123,1.3691889
LEC,2023_Monza,44.0,2.752233,1.6639671
LEC,2023_Monza,45.0,2.8646986,1.3797809
LEC,2023_Monza,46.0,2.8589308,1.4326317
LEC,2023_Monza,47.0,2.8166428,0.05681146
LEC,2023_Monza,48.0,2.6532326,0.19507113
LEC,2023_Monza,49.0,2.4510453,1.0294874
LEC,2023_Monza,50.0,2.9021478,0.75719696
LEC,2023_Monza,51.0,2.8990107,1.4782019
LEC,2023_Silverstone,2.0,2.7871497,-0.014273857
LEC,2023_Silverstone,3.0,2.3724973,-0.42198566
LEC,2023_Silverstone,4.0,2.0179791,-0.5115298
LEC,2023_Silverstone,5.0,1.7754656,0.018086847
LEC,2023_Silverstone,6.0,2.0322945,-0.37839177
LEC,2023_Silverstone,7.0,2.2362254,-1.0040761
LEC,2023_Silverstone,8.0,1.7163427,0.3711123
LEC,2023_Silverstone,9.0,2.74488,-0.9557115
LEC,2023_Silverstone,10.0,2.7592623,0.15401003
LEC,2023_Silverstone,11.0,1.7887608,0.23577616
LEC,2023_Silverstone,12.0,2.5665932,-0.06460143
LEC,2023_Silverstone,13.0,1.9738195,0.018008174
LEC,2023_Silverstone,14.0,1.9876249,0.024672532
LEC,2023_Silverstone,15.0,1.8959303,0.022802288
LEC,2023_Silverstone,16.0,1.6140126,-0.9719607
LEC,2023_Silverstone,17.0,1.7602943,-0.84986323
LEC,2023_Silverstone,18.0,0.9627205,-1.2283076
LEC,2023_Silverstone,20.0,2.1181562,0.33064297
LEC,2023_Silverstone,21.0,2.0519164,1.4031246
LEC,2023_Silverstone,22.0,1.4217353,-1.1923208
LEC,2023_Silverstone,23.0,1.9966415,-0.47126034
LEC,2023_Silverstone,24.0,1.4644904,-1.3871716
LEC,2023_Silverstone,25.0,1.7177032,-0.81299955
LEC,2023_Silverstone,26.0,2.0566156,-0.51886606
LEC,2023_Silverstone,27.0,3.214589,-1.3022332
LEC,2023_Silverstone,28.0,2.7260008,0.623689
LEC,2023_Silverstone,29.0,2.140488,0.047838517
LEC,2023_Silverstone,30.0,1.8136226,-0.18474258
LEC,2023_Silverstone,31.0,1.7116033,-0.023686837
LEC,2023_Silverstone,32.0,2.3833008,-2.0394936
LEC,2023_Silverstone,39.0,2.1248648,-0.9117527
LEC,2023_Silverstone,40.0,2.6395235,-0.087356724
LEC,2023_Silverstone,41.0,2.3969042,-0.3799813
LEC,2023_Silverstone,42.0,2.314777,-1.313569
LEC,2023_Silverstone,43.0,2.2781126,0.007632106
LEC,2023_Silverstone,44.0,2.5810635,-0.1531945
LEC,2023_Silverstone,45.0,2.3423505,1.0607468
LEC,2023_Silverstone,46.0,2.8563318,0.83052826
LEC,2023_Silverstone,47.0,2.108783,-0.38207704
LEC,2023_Silverstone,48.0,2.0729692,-0.49626246
LEC,2023_Silverstone,49.0,1.7954487,-0.52810526
LEC,2023_Silverstone,50.0,1.5981678,-0.28505692
LEC,2023_Silverstone,51.0,1.7440127,-0.03579853
LEC,2023_Silverstone,52.0,2.566568,-0.4163087
LEC,2023_Singapore,1.0,3.08661,0.022581106
LEC,2023_Singapore,2.0,2.4098783,-1.497539
LEC,2023_Singapore,3.0,2.1843648,-1.4410318
LEC,2023_Singapore,4.0,2.722819,-1.6232846
LEC,2023_Singapore,5.0,2.8072338,-1.5928667
LEC,2023_Singapore,6.0,3.1366427,-0.38718548
LEC,2023_Singapore,7.0,2.6666605,-1.5978279
LEC,2023_Singapore,8.0,2.8983505,-0.4250244
LEC,2023_Singapore,9.0,2.5060754,-1.501411
LEC,2023_Singapore,10.0,2.2601178,-1.5022444
LEC,2023_Singapore,11.0,2.9627168,-0.6279736
LEC,2023_Singapore,12.0,2.6249747,-1.6498336
LEC,2023_Singapore,13.0,3.9847617,-0.7257416
LEC,2023_Singapore,14.0,3.2547162,-0.33920914
LEC,2023_Singapore,15.0,3.258841,-0.41025355
LEC,2023_Singapore,16.0,3.1104972,-0.4333432
LEC,2023_Singapore,17.0,3.488734,-1.5607275
LEC,2023_Singapore,18.0,4.025362,-1.1958127
LEC,2023_Singapore,19.0,3.4114294,-1.2466599
LEC,2023_Singapore,23.0,2.8122237,-2.7368042
LEC,2023_Singapore,24.0,3.412103,-0.41520852
LEC,2023_Singapore,25.0,2.9522774,-0.46490318
LEC,2023_Singapore,26.0,3.3046155,-0.31042176
LEC,2023_Singapore,27.0,3.9084337,-1.2666646
LEC,2023_Singapore,28.0,3.6205072,-1.6701834
LEC,2023_Singapore,29.0,4.180102,-0.13158189
LEC,2023_Singapore,30.0,2.6754382,-1.6699265
LEC,2023_Singapore,31.0,2.6826348,-1.6658162
LEC,2023_Singapore,32.0,2.8629637,-0.47152844
LEC,2023_Singapore,33.0,2.6569564,-1.6670144
LEC,2023_Singapore,34.0,2.713105,-1.6164243
LEC,2023_Singapore,35.0,3.082092,-2.1836536
LEC,2023_Singapore,36.0,3.0332665,-0.43417773
LEC,2023_Singapore,37.0,2.5319912,-1.5463712
LEC,2023_Singapore,38.0,2.5881407,-1.5420408
LEC,2023_Singapore,39.0,2.6782064,-1.5146209
LEC,2023_Singapore,40.0,2.3973355,-2.018148
LEC,2023_Singapore,41.0,2.660812,-1.849832
LEC,2023_Singapore,42.0,3.2891488,-0.337666
LEC,2023_Singapore,43.0,2.7310574,-1.225671
LEC,2023_Singapore,46.0,3.5076914,-2.0205839
LEC,2023_Singapore,47.0,3.5169017,-1.8281053
LEC,2023_Singapore,48.0,3.3174524,-2.4499087
LEC,2023_Singapore,49.0,3.954108,-1.2226305
LEC,2023_Singapore,50.0,2.6585193,-1.6369752
LEC,2023_Singapore,51.0,3.2534373,-2.067153
LEC,2023_Singapore,52.0,3.1117074,-2.0736046
LEC,2023_Singapore,53.0,2.7431786,-2.46831
LEC,2023_Singapore,54.0,3.2928908,-2.157701
LEC,2023_Singapore,55.0,3.443575,-1.2243633
LEC,2023_Singapore,56.0,2.9458745,-1.6834718
LEC,2023_Singapore,57.0,3.2211378,-2.0280097
LEC,2023_Singapore,58.0,3.2786877,-1.8894914
LEC,2023_Singapore,59.0,2.6603794,-2.3868227
LEC,2023_Singapore,60.0,3.6340678,-1.7654359
LEC,2023_Singapore,61.0,3.991584,-1.2341326
LEC,2023_Singapore,62.0,3.5496738,-1.8027846
LEC,2023_Suzuka,5.0,2.652563,-0.20392475
LEC,2023_Suzuka,6.0,2.6365874,0.30612487
LEC,2023_Suzuka,7.0,2.4525466,1.1757588
LEC,2023_Suzuka,8.0,1.9152714,-0.11347673
LEC,2023_Suzuka,9.0,2.759725,-0.13677038
LEC,2023_Suzuka,10.0,3.1801262,0.1595821
LEC,2023_Suzuka,11.0,2.8745918,-0.32783252
LEC,2023_Suzuka,12.0,3.441747,-0.86551565
LEC,2023_Suzuka,13.0,2.9270833,-0.1745146
LEC,2023_Suzuka,15.0,3.87535,-0.5786256
LEC,2023_Suzuka,16.0,2.8940563,0.36780155
LEC,2023_Suzuka,17.0,2.1727529,-1.8849514
LEC,2023_Suzuka,19.0,3.3917696,-1.1144841
LEC,2023_Suzuka,20.0,2.5242267,0.06907093
LEC,2023_Suzuka,21.0,2.85328,-0.23413074
LEC,2023_Suzuka,22.0,2.954425,0.42977762
LEC,2023_Suzuka,23.0,3.1500418,0.053627398
LEC,2023_Suzuka,24.0,3.2268217,0.10906208
LEC,2023_Suzuka,25.0,2.7019339,1.0867941
LEC,2023_Suzuka,26.0,3.2004125,0.0132488385
LEC,2023_Suzuka,27.0,3.4762647,-1.2113245
LEC,2023_Suzuka,28.0,3.056754,-0.21540459
LEC,2023_Suzuka,29.0,3.1570199,-1.1374274
LEC,2023_Suzuka,30.0,3.195944,-0.00047704967
LEC,2023_Suzuka,31.0,3.7524087,-0.59199893
LEC,2023_Suzuka,32.0,3.1691241,-0.18779871
LEC,2023_Suzuka,33.0,3.3997288,-1.1760892
LEC,2023_Suzuka,34.0,3.7427473,-1.1544362
LEC,2023_Suzuka,36.0,3.1621904,0.16765521
LEC,2023_Suzuka,37.0,2.6242733,1.325185
LEC,2023_Suzuka,38.0,2.6142712,1.3913883
LEC,2023_Suzuka,39.0,2.727372,1.0935035
LEC,2023_Suzuka,40.0,2.6805751,0.23171051
LEC,2023_Suzuka,41.0,2.4815025,0.31976014
LEC,2023_Suzuka,42.0,2.7583756,-0.15155524
LEC,2023_Suzuka,43.0,3.163609,-0.2281321
LEC,2023_Suzuka,44.0,3.150925,0.04960323
LEC,2023_Suzuka,45.0,3.4709237,-1.1846324
LEC,2023_Suzuka,46.0,2.9017491,0.41457942
LEC,2023_Suzuka,47.0,3.4426374,-0.7810857
LEC,2023_Suzuka,48.0,3.1222079,0.44546005
LEC,2023_Suzuka,49.0,2.862614,-0.4698632
LEC,2023_Suzuka,50.0,2.9526544,0.3368449
LEC,2023_Suzuka,51.0,3.7733598,-0.4651048
LEC,2023_Suzuka,52.0,3.8687344,-0.5767804
LEC,2023_Suzuka,53.0,4.075054,-0.107002884
LEC,2024_Bahrain,1.0,4.4000306,-0.10448896
LEC,2024_Bahrain,2.0,2.4360595,-1.9427305
