dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,Driver,Race,LapNumber
0.0,6.0485907,2.0388756,2.399895,0.0,4.3988285,0.0,4.128957,0.589172,0.0,5.5847125,0.0,0.0,0.5197332,0.0,0.0,8.953164,0.26771143,0.0,6.793718,0.0,9.777115,0.0,10.573897,6.549865,0.0,7.1653748,0.0,1.4344889,0.0,2.9360197,0.0,ALO,2023_Bahrain,33.0
0.0,5.464321,1.614214,2.8486068,0.0,4.260933,0.0,4.5078006,0.41984946,0.0,5.711839,0.40794292,0.0,0.34358042,0.15532976,0.0,8.249581,0.9551748,0.0,6.3923507,0.0,9.5626,0.0,10.502179,6.834024,0.0,6.2745585,0.0,1.7369177,0.0,3.6585748,0.0,ALO,2023_Bahrain,34.0
0.0,5.8636885,2.4200327,2.1656625,0.0,3.7027845,0.5160744,3.6072068,0.63358265,0.0,4.704259,0.010955319,0.0,0.48120183,0.0,0.0,7.8985014,0.61138463,0.0,6.450215,0.0,8.767518,0.19019055,9.432381,5.886588,0.0,6.4516373,0.0,1.1840798,0.0,2.857963,0.0,ALO,2023_Bahrain,36.0
0.0,6.763287,2.9917,2.2746584,0.0,3.172273,2.1435509,2.8452208,0.0,0.0,3.8423405,0.32269794,0.0,0.0,0.0,0.0,7.816528,1.2086751,0.0,7.8026114,0.0,9.2955675,1.4952369,10.099255,6.4425187,0.0,5.865119,0.0,0.0,0.0,3.59471,0.0,ALO,2023_Bahrain,37.0
0.0,6.545112,2.863791,2.0104754,0.0,3.1885884,1.4297013,3.1215887,0.0,0.0,4.3086224,0.10375313,0.0,0.0,0.0,0.0,8.069214,0.7743027,0.0,7.5514545,0.0,9.333036,0.85314655,10.067916,6.68037,0.0,5.9909487,0.0,0.29267436,0.0,3.4556596,0.0,ALO,2023_Bahrain,38.0
0.0,6.082252,2.1564763,2.384639,0.0,4.209895,0.0,4.2863493,0.40336695,0.0,5.7471566,0.0,0.0,0.34864604,0.0,0.0,8.924143,0.4337251,0.0,6.890231,0.0,9.920556,0.0,10.704769,6.8894644,0.0,6.9691753,0.0,1.4959008,0.0,3.3299544,0.0,ALO,2023_Bahrain,39.0
0.0,5.9579654,2.3701797,2.3018835,0.0,4.3980775,0.0,4.002858,0.97543764,0.0,5.1630936,0.0,0.0,0.8129812,0.0,0.0,8.288041,0.35716486,0.0,6.4722753,0.0,9.001059,0.0,9.697972,5.982884,0.0,7.0178704,0.0,1.6162268,0.0,2.5146763,0.0,ALO,2023_Bahrain,40.0
0.0,4.7403445,1.4656795,2.7493095,0.0,3.8914125,0.0,4.8937993,0.68144715,0.0,5.94327,0.8661618,0.0,0.4694888,0.7437257,0.0,7.7056603,1.1429838,0.0,5.4234476,0.0,8.916985,0.0,9.756407,6.6059966,0.0,5.885954,0.0,2.3464963,0.0,3.8272104,0.0,ALO,2023_Bahrain,42.0
0.0,5.9958763,2.1586108,2.348018,0.0,4.1925216,0.0,4.2132893,0.6217384,0.0,5.610906,0.0,0.0,0.5069859,0.0,0.0,8.769684,0.40655345,0.0,6.665428,0.0,9.657838,0.0,10.401348,6.540469,0.0,7.027745,0.0,1.5479714,0.0,3.0975122,0.0,ALO,2023_Bahrain,43.0
0.0,5.9133415,2.077871,2.7405043,0.0,3.3448281,1.3490134,3.6237967,0.0,0.0,4.6923437,0.7895577,0.0,0.0,0.0,0.0,7.6515155,1.4916216,0.0,7.1705313,0.0,9.433017,0.4608001,10.428699,7.0511746,0.0,5.3088455,0.0,0.6675984,0.0,4.2975163,0.0,ALO,2023_Bahrain,44.0
